book_id,title,author,出版社,出版时间,数,价格,ISBM,评分,评论数量,user_id
1,中国武侠小说史论,叶洪生,None,1900,None,None,9.79E+12,0,None,314
2,How to cook and eat in Chinese,杨步伟, The John Day company,1945,262,None,9.78E+12,0,None,439
3,吐鲁番考古记,黄文弼, 中国科学院出版社,1954,208,None,None,0,None,588
4,塞瓦斯托波尔故事,列夫·托尔斯泰, 新文艺出版社,1955,172,None,None,0,None,1169
5,敦煌变文集（上下集）,王重民, 人民文学出版社,1957,922,None,None,0,None,1185
6,可笑的女才子,[法] 莫里哀, 作家出版社,1957,96,None,None,0,None,2077
7,鲁迅传,石一歌, 上海人民出版社,1976,148,None,None,0,None,2487
8,中國邊疆民族與環太平洋文化,凌純聲, 聯經出版事業股份有限公司,1979,None,None,9.79E+12,0,None,2900
9,两面间谍,约翰·马斯特曼, 群众出版社,1979,182,None,None,0,None,3662
10,Lu Xun Selected Works(all 4 Volumes in slipcase),Lu Xun, Foreign Language Press,1980,None,None,9.78E+12,0,None,3922
11,战国细木工榫接合工艺研究,林壽晉, 香港中文大學出版社,1981,169,None,9.79E+12,0,None,5379
12,晚清政治思想研究,小野川秀美, 时报文化出版事业有限公司,1982,None,None,9.79E+12,0,None,5461
13,张爱玲短篇小说论集,陳炳良, 遠景,1983,156,None,9.79E+12,0,None,5885
14,鲁滨孙漂流续记,笛福, 甘肃人民出版社,1983,225,None,None,0,None,6630
15,吟风阁杂剧,[清] 杨潮观 著, 上海古籍出版社,1983,246,None,None,0,None,7563
16,Wild Grass,鲁迅/Lu Hsun, Foreign Languages Press,1985,68,None,9.78E+12,0,None,9246
17,倚天屠龙记（1-12）,None, 湖南美术出版社,1986,None,None,None,0,None,10140
18,鲁迅辑校石刻手稿,鲁迅, 上海书画出版社,1986, 3函18册,None,9.79E+12,0,None,10146
19,教训,王安, 生活 读书 心知三联出版社,1986,None,None,9.79E+12,0,None,10246
20,粥谱： 二种,"(清)曹庭栋,黄云鹄撰 ; 邱庞同注释", 中国商业出版社,1986,110,None,9.79E+12,0,None,10335
21,东条英机：东条生平和日本陆军兴亡秘史,秋定鹤造, 商务印书馆,1987,296,None,None,0,None,10610
22,男人：一本给女人看的书,(美)佩顿.贝利, 社会科学院出版社,1988,None,None,9.79E+12,0,None,10944
23,经济学家应该做什么,布坎南 J.M., 西南财经大学出版社,1988,238,None,9.79E+12,0,None,11854
24,理想的婚姻,"(英)范·德·费尔德(Van de velde,T.H.)著", 民族出版社,1989,None,None,9.79E+12,0,None,11927
25,张彻剧本选,张彻, 明窗,1989,326,None,9.79E+12,0,None,12471
26,点击上传封面图片,生田惇, 教育社,1989,111,None,9.78E+12,0,None,13282
27,表演艺术心理学,(英)格林·威尔逊, 上海文艺出版社,1989,248,None,9.79E+12,0,None,13544
28,日军侵华战争,王辅, 辽宁人民出版社,1990,2890,None,9.79E+12,0,None,15494
29,简明鲁迅词典,支克坚、李树凯编, 甘肃教育出版社,1990,637,None,9.79E+12,0,None,16377
30,广告写作的艺术,（美）丹尼斯·海金司, 中国对外经济贸易广告协会,1990,133,None,None,0,None,16913
31,谜样的三毛世界,辛力, 广西人民出版社,1991,None,None,9.79E+12,0,None,17434
32,應縣木塔遼代秘藏,山西省文物局中國歷史博物館主編, 文物出版,1991,559,None,9.79E+12,0,None,17663
33,青猿神剑白虎功,青莲子, 山东文艺出版社,1991,None,None,9.79E+12,0,None,17984
34,叔子詩稿,冒效魯, 安徽文藝,1992,145,None,9.79E+12,0,None,18031
35,鲁迅随感录,鲁迅, 海天出版社,1992,252,None,9.79E+12,0,None,18313
36,生活誌,亦舒, 天地圖書,1992,None,None,9.79E+12,0,None,18361
37,結婚性知識,日向野春總, 小暢書房,1993,None,None,9.79E+12,0,None,20076
38,千古奇情记,黄有光, 作家出版社,1993,230,None,9.79E+12,0,None,20467
39,380万军人之死,西尔枭, 民族出版社,1993,403,None,9.79E+12,0,None,20848
40,绝尘岛,None, 成都出版社,1993,898,None,9.79E+12,0,None,21228
41,38万希特勒战俘在美国,（法）达·科斯泰尔, 东方出版社,1993,221,None,9.79E+12,0,None,21487
42,男同性戀電影…,李幼新, 志文出版社,1993,None,None,9.79E+12,0,None,21713
43,西方春宫全史图览,Gilles Neret, Taschen,1994,600,None,9.78E+12,0,None,22602
44,電影詩人費里尼：雲朵的織造與吹散者,彼得．邦德內拉, 萬象圖書(股)有限公司,1995,None,None,9.79E+12,0,None,23576
45,海上花开又花落———解读张爱玲,万燕, 百花州文艺出版社,1996,None,None,9.79E+12,0,None,23612
46,丝路上消失的王国:西夏黑水城的佛教艺术,None, 国立历史博物馆,1996,None,None,9.79E+12,0,None,24326
47,汉长安城未央宫 1980—1989年考古发掘报告,None, 中国大百科全书出版社,1996,631,None,9.79E+12,0,None,24389
48,末日玫瑰雨,洪凌, 遠流出版,1996,None,None,9.79E+12,0,None,24499
49,点击上传封面图片,[加拿大] 露西·蒙哥玛利, 中国国际广播出版社,1997,None,None,9.79E+12,0,None,24834
50,大众传播法概要,(美) T.巴顿·卡特, 中国社会科学出版社,1997,327,None,9.79E+12,0,None,24845
51,寂寞高手,灵犀, 海潮出版社,1997,None,None,9.79E+12,0,None,25164
52,议会之母,蒋劲松, 中国民主法制出版社,1998,None,None,9.79E+12,0,None,25182
53,美国电子战史,[英] 阿尔弗雷德.普赖斯, 总参谋部第四部,1999,1800,None,9.79E+12,0,None,25214
54,金庸小說與二十世紀中國文學國際學術研討會論文集,林丽君编辑, 明河社出版有限公司,2000,None,None,9.79E+12,0,None,26145
55,洪诺留三世的大魔法书,Pope Honorius III, Trident Books,2000,125,None,9.78E+12,0,None,26629
56,鹿鼎記 1,林政德, 明河（創文）出版有限公司,2001,None,None,9.79E+12,0,None,26661
57,柏林日記,瑪麗?瓦西契可夫, 麥田出版,2001,400,None,9.79E+12,0,None,28158
58,女傀儡,Catherine Arley, 轻舟出版社,2002,240,None,9.79E+12,0,None,28767
59,名家文学经典,None, 中国戏剧出版社,2003,None,None,9.79E+12,0,None,29123
60,自由主義與中國現代性的思考：「中國近現代思想的演變」研討會論文集﹝下﹞,劉擎、關小春 編, 香港中文大学出版社,2003,None,None,9.79E+12,0,None,29703
61,Body Language,Julius Fast, MJF Books,2003,None,None,9.78E+12,0,None,30681
62,路史,（宋）罗泌, 北京图书馆出版社,2003,65,None,9.79E+12,0,None,31001
63,粵語流行曲的發展與興衰,黃霑,None,2003,208,None,9.78E+12,0,None,32055
64,Jonathan Strange and Mr Norrell,Susanna Clarke, Bloomsbury Publishing PLC,2004,782,None,9.78E+12,0,None,32305
65,China before China,Magnus Fiskesj?, Museum of Far Eastern Antiquities,2004,159,None,9.79E+12,0,None,32592
66,错缩论,朱增祥, Jump Press,2004,None,None,9.79E+12,0,None,32635
67,Tony Takitani,Haruki Murakami, DuMont Literatur und Kunst Verlag,2005,64,None,9.78E+12,0,None,32748
68,The New Everyday,Emile Aarts,None,2005,348,None,9.79E+12,0,None,32923
69,主控战略成交量: 主力进货、洗盘与出货的技巧解析,黄韦中, 寰宇出版股份有限公司,2005,343,None,9.79E+12,0,None,33065
70,Pride and Predjudice (54),Jane Austin, YBM Si-sa,2006,None,None,9.79E+12,0,None,33697
71,日本の電子音楽,川崎 弘二, 愛育社,2006,None,None,9.78E+12,0,None,33716
72,八宗纲要（第二版）,[日]凝然大德, 佛光文化事业有限公司,2006,361,None,9.79E+12,0,None,33872
73,天龙八部（全五册）,金庸, 遠流出版事業股份有限公司,2007,None,None,9.79E+12,0,None,33890
74,做一个漂亮的木榫,陳秉魁, 新形象,2007,159,None,9.79E+12,0,None,37284
75,Social Intelligence--Traditional Chinese Edition,Dan ni er Gao man (Daniel Goleman), Times,2007,None,None,9.79E+12,0,None,37834
76,le voyage dans le passé,Stefan Zweig, Grasset,2008,None,None,9.78E+12,0,None,38080
77,Finn Juhl Og Hans Hus / Finn Juhl and his House,Per H. Hansen, Gyldendal/Ordrupgaard,2009,None,None,9.79E+12,0,None,38082
78,笑談俱往——魯迅、胡風、周揚及其他,周正章, 秀威資訊,2009,343,None,9.79E+12,0,None,38475
79,The Little Mermaid,Hans Christian Andersen (Author), Walker,2009,72,None,9.78E+12,0,None,39423
80,The Storm of War,Andrew Roberts, Allen Lane,2009,752,None,9.78E+12,0,None,41074
81,造像量度經附續補,工布查布, 新文豐,2009,None,None,9.79E+12,0,None,42404
82,貝多芬：阿多諾的音樂哲學,None, 聯經出版社,2009,382,None,None,0,None,43985
83,我．一個人住,王貽興, 尚方文化有限公司,2009,192,None,9.79E+12,0,None,44243
84,食滋味,Alice Waters, 貓頭鷹出版社,2010,464,None,9.79E+12,0,None,44397
85,体能训练概论,None,None,2011,None,None,9.79E+12,0,None,45269
86,早期佛像研究,何志国, 华东师范大学出版社,2013,None,None,9.79E+12,0,None,45493
87,CoffeeScript in Action,Patrick Lee,None,2013,None,None,9.78E+12,0,None,46977
88,如何为你的妻子祷告,史多美奥马森,None,2013,202,None,9.79E+12,0,None,47476
89,福音的大能和信息,保罗.华许(Paul washer), 改革宗经典出版社,2013,326,None,9.78E+12,0,None,47746
90,中国快递桐庐帮,孙侃著, 红旗出版社,2014,271,None,9.79E+12,0,None,47800
91,Computational Advertising,by Kushal Dave, Now Publishers Inc,2014,None,None,9.78E+12,0,None,48482
92,Bioinformatics Algorithms,Phillip Compeau, Active Learning Publishers,2014,392,None,9.78E+12,0,None,49298
93,托克维尔,[法] 吕西安·若姆（Lucien Jaume）, 三辉图书/漓江出版社,2017,None,None,9.79E+12,0,None,50104
94,绝对欲望，绝对奇异,[美] 马克弟（Mark Driscoll）, 三辉图书/中央编译出版社,2017,None,None,9.79E+12,0,None,50342
95,点击上传封面图片,(法) 让-吕克·戈达尔, 南京大学出版社,2018,None,None,9.79E+12,0,None,51166
96,香港的憂鬱,盧瑋鑾 編, 華風書局,30651,252,None,9.79E+12,0,None,51460
97,龟蛇气功,周稔丰, 天津大学出版社,32478,None,None,9.79E+12,0,None,51480
98,エステル,宮西計三, ペヨトル工房,33086,None,None,9.78E+12,0,None,51838
99,詩經通釋,李辰冬, 水牛,35185,1265,None,9.79E+12,0,None,52036
100,法门寺地宫唐密曼荼罗之研究,吴立民, 中国佛教文化出版有限公司,36069,511,None,9.79E+12,0,None,53245
101,《印刻文學生活誌》2004．四月號：村上春樹,印刻文學生活誌, 印刻文學生活雜誌社,38078,240,None,9.78E+12,0,None,1169
102,《印刻文學生活誌》2004．七月號：張愛玲和她的兩個男人,印刻文學生活誌, 印刻文學生活雜誌社,38169,240,None,9.78E+12,0,None,3022
103,奎師塔門西的眾世界系列(03)巫術滿天飛,黛安娜韋恩瓊斯, 尖端,38549,None,None,9.79E+12,0,None,3922
104,漫長迂迴的路,亦舒, 果樹出版社,38622,None,None,9.79E+12,0,None,5115
105,大君,亦舒, 果樹出版社,38749,None,None,9.79E+12,0,None,5436
106,眾裡尋他,亦舒, 果樹出版社,38867,None,None,9.79E+12,0,None,5461
107,嘻哈星球笔記,派崔克．尼特, 商周出版,39187, 平裝,None,9.79E+12,0,None,5885
108,愛情慢慢殺死你,亦舒, 果樹出版社,39203,None,None,9.79E+12,0,None,6063
109,《印刻文學生活誌》2007．八月號：張愛玲《色?戒》李安,印刻文學生活誌, 印刻文學生活雜誌社,39295,240,None,9.78E+12,0,None,6342
110,有時他們回家,亦舒, 果樹出版社,39343,None,None,9.79E+12,0,None,6630
111,女性多重高潮,謝明德, 晨星,39453,304,None,9.79E+12,0,None,8167
112,性愛鍊金術：從性愛進入三摩地的70個祕密,Lee Lozowick, 人本自然,39569,None,None,9.79E+12,0,None,9731
113,Big Idea 大創意,三度文化傳媒, 三度文化傳媒,39783,400,None,9.79E+12,0,None,10111
114,發條鳥年代記－第三部捕鳥人篇 ,村上春樹，譯／賴明珠, 時報文化,20011105,None,None,9.79E+12,0,None,10140
115,点击上传封面图片,金庸, 遠流,20030801,None,None,9.79E+12,0,None,10288
116,神鵰俠侶（全四冊）,金庸, 遠流,20031201,None,None,9.79E+12,0,None,10509
117,看見．村上春樹,五十嵐裕治, 尖端出版,20040513,None,None,9.79E+12,0,None,10610
118,動手做娃娃屋,草道琴美(Kotomi Kusamichi), 尖端出版,20041101,None,None,9.79E+12,0,None,10751
119,素女經的陰陽之道,臥龍村人, 林鬱文化, 03/01/15,272,None,9.79E+12,0,None,10944
120,点击上传封面图片,祁彪佳, 古典文学出版社, 1957/9,338,None,None,0,None,11285
121,中国近代工业史资料第三辑,陈真[编], 生活·读书·新知三联书店, 1961/10,1464,None,None,0,None,11408
122,The Updated Last Whole Earth Catalog,Brand Stewart, distributed by Random House, 1974/5/1,447,None,9.78E+12,0,None,11691
123,湖南农民运动考察报告,毛泽东,None, 1975/12,43,None,None,0,None,11692
124,鲁迅旧诗浅说,倪墨炎, 上海人民出版社, 1977/9,246,None,None,0,None,11868
125,太极拳常识,周稔丰, 人民体育出版社, 1978/06,167,None,None,0,None,11927
126,中国事变陆军作战史,日本防卫厅防卫研究所战史研究室, 中华书局, 1979/10,1268,None,9.78E+12,0,None,11945
127,鲁迅与电影,刘思平, 中国电影出版社, 1981/9,238,None,None,0,None,12874
128,在馬克思的鬍鬚叢中和鬍鬚叢外,董橋, 香港素葉出版社, 1982/06,175,None,None,0,None,12946
129,The Chinese Scholar's Studio,None, Asia Society Galleries, 1987/1/1,218,None,9.78E+12,0,None,13282
130,交往与社会进化,[联邦德国]哈贝马斯, 重庆出版社, 1989/03/00,252,None,9.79E+12,0,None,13794
131,我与写意戏剧观,黄佐临, 中国戏剧出版社, 1990/11,574,None,9.79E+12,0,None,14372
132,胡適、雷震、殷海光,張忠棟, 自立晚報, 1990/12,None,None,9.79E+12,0,None,14546
133,孙中山在日活动密录,None, 南开大学出版社, 1990/,796,None,9.79E+12,0,None,14603
134,村上春樹全作品１９７９～１９８９（５）,村上春樹, 講談社, 1991/01/21,430,None,9.78E+12,0,None,15604
135,The German Dictatorship,Karl Dietrich Bracher, Penguin Books Ltd, 1991/01/31,688,None,9.78E+12,0,None,16913
136,最大熵方法,吴乃龙, 湖南科学技术出版社, 1991/12,354,None,9.79E+12,0,None,17434
137,妩媚的花园,敖林/编, 中国华侨出版公司, 1991/5,311,None,9.79E+12,0,None,17566
138,三毛传,潘向黎, 海峡文艺出版社, 1991/9,206,None,9.79E+12,0,None,17643
139,点击上传封面图片,村上春樹, 博益出版集團有限公司, 1992.10.,None,None,9.79E+12,0,None,17663
140,点击上传封面图片,中村隆英, 河北教育出版社, 1992/1,311,None,9.79E+12,0,None,17984
141,三毛：生命的绝唱,华言, 百花洲文艺出版社, 1992/8,287,None,9.79E+12,0,None,18313
142,鲁迅语萃,钱理群, 华夏出版社, 1993/01/01,None,None,9.79E+12,0,None,18361
143,“满洲国”的终结,［日］高琦达之助, 国际文化出版公司, 1993/2,149,None,9.79E+12,0,None,19526
144,当代英语世界鲁迅研究,乐黛云主编, 江西人民出版社, 1993/,None,None,9.79E+12,0,None,19724
145,鲁迅文集（全8卷）,鲁迅, 黑龙江人民出版社, 1995/6,None,None,9.79E+12,0,None,19729
146,世界末日與冷酷異境 (下),村上春樹, 博益出版集團有限公司, 1995/7月 (第四版),None,None,9.79E+12,0,None,19942
147,广告写作的艺术,丹尼斯·海金斯, 滾石文化股份有限公司, 1997/11/01,176,None,9.79E+12,0,None,21217
148,政治部回忆录,Ya Luo, Xianggang Ya Tai yan jiu suo hai wai Hua ren yan jiu she, 1997/2,None,None,9.79E+12,0,None,21228
149,怪しい人びと,東野 圭吾, 光文社, 1998/06,None,None,9.78E+12,0,None,21487
150,五行大义校注,萧吉 撰, 汲古書院, 1998/,None,None,9.78E+12,0,None,21676
151,交易的藝術,麥馬斯特, 財訊, 1999.11.05,None,None,9.79E+12,0,None,21733
152,Point It,Dieter Graf, Graf Editions, 1999/04/06,None,None,9.78E+12,0,None,22602
153,海耶克,陳奎德, 東大, 1999/6/1,318,None,9.79E+12,0,None,23576
154,The Life and Crimes of Agatha Christie,None, HarperCollins Publishers Ltd, 2000/07/05,None,None,9.78E+12,0,None,23612
155,Traces of Love and Other Stories,Eileen Chang, Renditions Press, 2000/11,None,None,9.79E+12,0,None,24499
156,玩笑,[捷] 米兰·昆德拉, 敦煌文艺出版社, 2000/12,274,None,9.79E+12,0,None,24834
157,宋元佛教文化史研究,竺沙雅章, 汲古書院, 2000/8/1,None,None,9.78E+12,0,None,25164
158,"3心2意,一个人",亦舒, 狗屋, 2001/10/17,None,None,9.79E+12,0,None,25182
159,潜水舰队覆没记,[日]桥本以行, 中国海军潜艇学院训练部, 2001/3,None,None,None,0,None,26145
160,程千帆先生纪念文集,莫砺锋编, 江苏古籍出版社, 2001/5,None,None,9.79E+12,0,None,26629
161,自由主义与中国近代传统,刘青峰, 香港中文大学出版社, 2002/,None,None,9.79E+12,0,None,27499
162,Sputnik Sweetheart,Haruki Murakami, Btb, 2003/06/30,None,None,9.78E+12,0,None,28767
163,Ice Age,John R. Gribbin, Penguin Books Ltd, 2003/1/30,112,None,9.78E+12,0,None,30313
164,（日本串珠）,柴田 よしえ, 辰巳出版, 2003/5,96,None,9.78E+12,0,None,30681
165,Being Direct,Lester Wunderman," Direct Marketing Association, Inc.", 2004/09,None,None,9.78E+12,0,None,30944
166,ΑΩ,小林泰三, 角川書店, 2004/3,501,None,9.78E+12,0,None,32055
167,網頁視覺設計之王道,Dave Shea-Mo, 上奇科技, 2005.07.15,None,None,9.79E+12,0,None,32305
168,愛情會咬人,琳茜．珊德斯, 狗屋, 2005/01/25,None,None,9.79E+12,0,None,32592
169,道爾馬克四重奏-(01)魔琴與吟遊馬車,黛安娜·韦恩· 琼斯, 尖端出版, 2005/12/21,None,None,9.79E+12,0,None,32635
170,听剑,风舞, 上砚出版社（台湾）, 2005/,None,None,9.79E+12,0,None,32748
171,王二的爱欲枷锁,王小波, 美国纽约州立大学出版社, 2007，3,None,None,9.78E+12,0,None,32918
172,开始读懂佛经,李坤寅, 橡實文化, 2007.02.06,None,None,9.79E+12,0,None,33065
173,西藏密宗占卜法,談錫永, 全佛文化, 2007/04/01,None,None,9.79E+12,0,None,33697
174,真人版性愛指導書,凱蒂?貝文, 世茂, 2007/07/31,128,None,9.79E+12,0,None,33716
175,碰我這兒,伊鳳佛布萊, 晨星出版社, 2007/09/06,224,None,9.79E+12,0,None,33872
176,荷蘭風彩繪Zakka,小林廣子, 積木文化股份有限公司, 2008/01/24,None,None,9.79E+12,0,None,36099
177,粘土で作るスイーツモチーフ,None, ブティック社, 2008/03,None,None,9.78E+12,0,None,37834
178,趨勢生命力：掌握大趨勢才有高勝算,赖宣名, 聚财信息, 2008/10,320,None,9.79E+12,0,None,38082
179,古龙一出 谁与争锋,翁文信, 风云时代出版社, 2008/10/22,None,None,9.79E+12,0,None,42404
180,点击上传封面图片,喜安亮介, 博碩, 2008/10/31,304,None,9.79E+12,0,None,42508
181,5656(ゴロゴロ)!―Knights’ Strange Night,成田 良悟, MediaWorks Inc., 2008/11/10, 340ページ,None,9.78E+12,0,None,42810
182,投資心理學,杰克·伯恩斯坦, 財信出版有限公司, 2008/12/15,368,None,9.79E+12,0,None,45269
183,Lisa Larson,None, PIE Books, 2009/07/08,160,None,9.78E+12,0,None,45493
184,Glimmer,Warren Berger, Random House Canada, 2009/10/13,None,None,9.78E+12,0,None,46421
185,Shadow Warrior: From the SAS to Australia's Most Wanted,None,None, 2009/6,456,None,9.78E+12,0,None,46977
186,Hardboiled Web Design,Andy Clarke, Five Simple Steps LLP, 2010/10/19,420,None,9.78E+12,0,None,47476
187,高潮萬歲：我愛女性性高潮,朵莉安．索拉，馬歇爾．米勒, 晨星, 2010/5/12,None,None,9.79E+12,0,None,47478
188,世界童话名著连环画(套装共10册)-传世收藏版,None, 浙江出版联合集团，浙江少年儿童出版社, 2010/7,None,None,9.79E+12,0,None,47800
189,食草男戀愛勾引書,Tiffany, 凱信出版, 2010/9/6,288,None,9.79E+12,0,None,48482
190,Cybernetic Revolutionaries,Eden Medina, The MIT Press; Reprint edition, 2011/10/28,344,None,9.78E+12,0,None,48559
191,互動建築,鄭泰昇, 田園城市文化事業有限公司, 2011/1/20,None,None,9.79E+12,0,None,48687
192,Financial Markets And Institutions,"Mishkin, Frederic S.; Eakins, Stanley G.",None, 2011/3,704,None,9.78E+12,0,None,49298
193,親密按摩聖經,高登．殷克勒斯, 晨星, 2011/3/30,248,None,9.79E+12,0,None,50096
194,混搭風登場！布x皮裁縫包,None,None, 2011/4/12,None,None,9.79E+12,0,None,50104
195,甜點的歷史,瑪格洛娜．圖桑—撒瑪, 博雅書屋, 2011/5/22,400,None,9.79E+12,0,None,50133
196,手縫皮革包完全上手,高橋矩彥, 三悅文化, 2011/6/13,216,None,9.79E+12,0,None,51166
197,HTML5 for Masterminds,J. D. Gauchat, CreateSpace, 2011/6/24,418,None,9.78E+12,0,None,51460
198,Build Your Own Website The Right Way Using HTML & CSS,Ian Lloyd, SitePoint Pty. Ltd., 2011/7,None,None,9.78E+12,0,None,51838
199,我们风华正茂，杭州银行手记,杭州银行, 浙江人民出版社, 2011/9,None,None,9.79E+12,0,None,52036
200,寿险行销业务手册 (新华卷),鼎翰文化, 延边大学出版社, 2011/9,212,None,9.79E+12,0,None,53292
201,養生先養胃,陳允斌, 木馬文化, 2012/10/3,None,None,9.79E+12,0,None,314
202,法治、人權與民主憲政的理想,陳弘毅, 商務印書館(香港)有限公司, 2012/11,272,None,9.79E+12,0,None,588
203,浩劫與重生,侯坤宏, 臺南：妙心出版社, 2012/12,418,None,9.79E+12,0,None,2077
204,不衰老不疲劳的生活,佟彤,None, 2012/12/1,None,None,9.79E+12,0,None,2487
205,插枝,None, The Atypical, 2012/2,84,None,9.79E+12,0,None,2900
206,Handbook of Human Factors and Ergonomics,"Salvendy, Gavriel",None, 2012/3,1752,None,9.78E+12,0,None,3662
207,美國大企業與近代中國的國際化,吳翎君, 聯經, 2012/3/21,432,None,9.79E+12,0,None,4536
208,"要瘦就瘦, 要健康就健康",賴宇凡, 如果出版社, 2012/6,305,None,9.79E+12,0,None,5115
209,床前10分,葉志偉, Kubrick, 2012/7,None,None,9.79E+12,0,None,5272
210,伟大创意这样来,葛林．葛瑞芬博士 W. Glenn Griffin,None, 2012/9/30,None,None,9.79E+12,0,None,5461
211,灵感库设计图书 广告档案2012合订本 平面、电视广告与海报 影视广告 设计杂志书,广告档案杂志社,None, 2013/1,None,None,9.79E+12,0,None,5885
212,慧灯之光,慈诚罗珠堪布,None, 2013/1,305,None,9.79E+12,0,None,6063
213,近代中國新知識的建構,"沙培德, 張哲嘉主編", 中研院, 2013/10,323,None,9.79E+12,0,None,6630
214,Microinteractions: Full Color Edition,Dan Saffer, O'Reilly Media, 2013/10/1,170,None,9.78E+12,0,None,6634
215,豆腐百珍：一百道江戶古法傳授的豆腐料理,"松藤庄平,杉本伸子NOBUKO SUGIMOTO,福田浩", 馬可孛羅, 2013/10/4,144,None,9.79E+12,0,None,7001
216,黄帝内经素问校注,郭霭春, 人民卫生出版社, 2013/11,None,None,9.79E+12,0,None,9246
217,刻刻！蓋蓋！一次學會700個超人氣橡皮章圖案,naco, Elegant-Boutique新手作, 2013/1/10,None,None,9.79E+12,0,None,9731
218,The Smashing Book #4,Harry Roberts,None, 2013/11/26,498,None,9.78E+12,0,None,9771
219,賽伯格與後人類主義,林建光,None, 2013/12,None,None,9.79E+12,0,None,10140
220,亚里士多德《形而上学》中being的结构,余纪元, 中国社会科学出版社, 2013/12,330,None,9.79E+12,0,None,10246
221,13-14世纪藏传佛教萨迦派合尊大师遗事考辨,王尧, 香港大学饶宗颐学术馆, 2013/12,82,None,9.79E+12,0,None,10249
222,毛线球7：阿兰编织,日本宝库社, 河南科学技术出版社, 2013/12/1,232,None,9.79E+12,0,None,10509
223,13年不上班卻沒餓死的秘密,米果, 大田, 2013/12/1,None,None,9.79E+12,0,None,10610
224,自由与权威,唐科, 光明日报出版社, 2013/4/1,216,None,9.79E+12,0,None,10751
225,乔·麦克纳利经典创意用光三部曲,乔·麦克纳利, 人民邮电出版社, 2013/4/1,959,None,9.79E+12,0,None,10944
226,殷墟發掘照片選輯 1928-1937,李永迪, 中央研究院－歷史語言研究所, 2013/5,None,None,9.79E+12,0,None,11285
227,孤星传,古龙, 中山大学出版社, 2013/5/1,617,None,9.79E+12,0,None,11408
228,西方共和主義思想史論,蕭高彥, 聯經出版公司, 2013/5/30,480,None,9.79E+12,0,None,11599
229,《槐聚詩存》選讀,温兆亮 主編, 中州古籍出版社, 2013/6,None,None,9.79E+12,0,None,11854
230,新中国老广告1949-1966,张家荣, 上海远东出版社, 2013/6,None,None,9.79E+12,0,None,11927
231,长胎不长肉的孕期营养餐单,王兴国, 中国妇女出版社, 2013/6/1,None,None,9.79E+12,0,None,12471
232,大鲁迅传（第一部）,None, 上海人民, 2013/7/1,None,None,9.79E+12,0,None,12946
233,MASA，早安！我們一起吃Brunch吧！：每天都想吃的102道超人氣美味早午餐食譜,山下勝 MASA, 日日幸福, 2013/7/17,None,None,9.79E+12,0,None,13274
234,妖魔化与神话化西藏的背后,沈卫荣, 人间出版社, 2013/8,None,None,9.79E+12,0,None,13282
235,文本与语言——出土文献与早期佛教比较研究,陈明, 兰州大学出版社, 2013/8,401,None,9.79E+12,0,None,13794
236,李德修三字经派小儿推拿,李先晓, 青岛出版社, 2013/8/1,222,None,9.79E+12,0,None,14546
237,秋灯忆语,张宗和, 人民文学出版社, 2013/8/1,384,None,9.79E+12,0,None,15604
238,Letter from an Unknown Woman and Other Stories,"Zweig, Stefan; Bell, Anthea;", Pushkin Press, 2013/8/13,200,None,9.78E+12,0,None,16377
239,小提琴家的大拇指,山姆．肯恩, 大塊文化, 2013/8/28,416,None,9.79E+12,0,None,16569
240,产品设计手绘:感知×构思×呈现,None, 人民邮电出版社, 2013/9,None,None,9.79E+12,0,None,16913
241,The Bombing War,Richard Overy, ALLEN LANE, 2013/9/26,880,None,9.78E+12,0,None,17434
242,缝纫基础的基础,水野佳子,None, 2014/1,127,None,9.79E+12,0,None,17663
243,正反面都漂亮的手编围巾,嶋田俊之 (Toshiyuki Shimada), 华夏出版社, 2014/1,105,None,9.79E+12,0,None,18031
244,不想工作,彭星凱, 可口智造有限公司, 2014/1,28,None,9.79E+12,0,None,18313
245,中国人居史,吴良镛, 中国建筑工业出版社, 2014/10,564,None,9.79E+12,0,None,19724
246,庞贝的生活与艺术,(德) 毛乌, 上海三联书店, 2014/11,431,None,9.79E+12,0,None,19942
247,Dream Big,Cristiane Correa, Sextante, 2014/1/1,252,None,9.79E+12,0,None,19984
248,Super Handmade Craft,Designer Books,None, 2014/1/1,408,None,9.79E+12,0,None,20076
249,The Lighter Side of China,Scott Kronick, ACA出版有限公司, 2014/1/1,None,None,9.78E+12,0,None,20782
250,尖叫死神,高智, 武汉大学出版社, 2014/1/1,618,None,9.79E+12,0,None,20848
251,人机交互与戏剧表演,(美)Brenda Laurel,None, 2014/11/7,160,None,9.79E+12,0,None,21228
252,艺术理论基本文献,李健, 生活·读书·新知三联书店, 2014/12,None,None,9.79E+12,0,None,21487
253,希腊美术模仿论,[德国] 约翰·亚奥希姆·温克尔曼, 中国社会科学出版社, 2014/12,232,None,9.79E+12,0,None,21733
254,肉事典,文少輝（Jackman）, 木馬文化事業有限公司, 2014/1/23,224,None,9.79E+12,0,None,22602
255,快樂的植物染,松本道子, 積木文化, 2014/2/9,None,None,9.79E+12,0,None,23576
256,章太炎全集,章太炎, 上海人民出版社, 2014/4,None,None,9.79E+12,0,None,23612
257,少年维特之烦恼,约翰·沃尔夫冈·歌德, 时代文艺出版社, 2014/5,None,None,9.79E+12,0,None,24326
258,音乐社会学,马克斯·韦伯, 西南师大, 2014/5/1,257,None,9.79E+12,0,None,24389
